Title,Official Name,Date
Conference in Support of the Lebanese Armed Forces and Internal Security Forces,Heather Nauert,3/15/18
Harassment of the Press in Iran,Heather Nauert,3/15/18
Policy Planning Director Hook's Travel to Vienna,,3/14/18
Crimea Is Ukraine,Heather Nauert,3/14/18
United States-Japan Energy Strategic Dialogue on Energy Security and National Energy Policy,,3/14/18
Remarks in Press Briefing Room,Rex W. Tillerson,3/13/18
United States-Japan Extended Deterrence Dialogue,,3/14/18
On the Anniversary of the Election of His Holiness Pope Francis,Rex W. Tillerson,3/12/18
Press Availability  With Chadian Foreign Minister Mahamat Zene Cherif,Rex W. Tillerson,3/12/18
Secretary Tillerson's Meeting With Nigerian President Muhammadu Buhari,,3/12/18
Secretary Tillerson's Meeting With Chadian President Idriss Deby,,3/12/18
Remarks With Nigerian Foreign Minister Geoffrey Onyeama at a Press Availability,Rex W. Tillerson,3/12/18
United States To Seek International Progress on Combating the Opioid Crisis at 61st UN Commission on Narcotic Drugs  ,,3/12/18
"Assistant Secretary Mitchell To Travel to Pristina, Skopje, Belgrade, Athens, and Nicosia",,3/11/18
Remarks at a Wreath-Laying Ceremony at the August 7th Memorial Park,Rex W. Tillerson,3/11/18
The Secretary's Meeting With Djiboutian President Ismaïl Omar Guelleh,,3/10/18
The Secretary's Meeting With Kenyan President Uhuru Kenyatta,,3/10/18
Press Availability With Kenyan Foreign Minister Monica Juma,Rex W. Tillerson,3/9/18
Press Availability With Djiboutian Foreign Minister Mahamoud Ali Youssouf,Rex W. Tillerson,3/9/18
Signing of the Comprehensive and Progressive Trans-Pacific Partnership,Rex W. Tillerson,3/9/18
The Eleven-Year Anniversary of the Disappearance of Robert Levinson,Heather Nauert,3/9/18
U.S. Delegation to the 62nd Session of the UN Commission on the Status of Women,,3/9/18
The Secretary's Meeting With Djiboutian Foreign Minister Mahmoud Ali Youssouf ,,3/10/18
U.S.-France Science and Technology Cooperation,,3/9/18
Annual Observance of International Women's Day,Rex W. Tillerson,3/8/18
Under Secretary Shannon Participates in G-7 Political Directors' Meeting,,3/9/18
Winter Paralympic Games Highlight Importance of Adaptive Sports Diplomacy Programs,,3/9/18
Press Availability With African Union Commission Chairperson Moussa Faki,Rex W. Tillerson,3/8/18
Press Availability With Ethiopian Foreign Minister Workneh Gebeyehu,Rex W. Tillerson,3/8/18
Rewards for Justice - Reward Offer for Information on Tehrik-e-Taliban Pakistan and Factions Key Leaders,,3/8/18
Secretary Tillerson's Meeting With African Union Commission Chairperson Moussa Faki Mahamat,,3/8/18
Secretary Tillerson's Meeting With Ethiopian Foreign Minister Workneh Gebeyehu,,3/8/18
Secretary Tillerson's Meeting With Ethiopian Prime Minister Hailemariam Desalegn,,3/8/18
Senior Bureau Official Alice Wells of the Bureau of South and Central Asia Affairs To Deliver Remarks to the United States Institute of Peace ,,3/8/18
State Department Terrorist Designations of Ahmad Iman Ali and Abdifatah Abubakar Abdi,,3/8/18
United States-Armenia Hague Convention on International Child Abduction,,3/7/18
Ghana's National Day,Rex W. Tillerson,3/6/18
Imposition of Chemical and Biological Weapons Control and Warfare Elimination Act Sanctions on North Korea,Heather Nauert,3/6/18
"Secretary Tillerson's Meeting With the Foreign Ministers of Estonia, Latvia, and Lithuania",,3/6/18
State Department Announces Zoohackathon 2018,,3/6/18
The United States Congratulates Australia and Timor-Leste on the Conclusion of a Maritime Boundary Treaty,Heather Nauert,3/6/18
"Remarks With Latvian Foreign Minister Edgars Rinkevics, Lithuanian Foreign Minister Linas Antanas Linkevicius, and Estonian Foreign Minister Sven Mikser Before Their Meeting",Rex W. Tillerson,3/5/18
United States Announces Additional Humanitarian Assistance for African Countries Facing Severe Food Insecurity,,3/6/18
Briefing With Principal Deputy Assistant Secretary Alice Wells,Alice G. Wells,3/5/18
U.S.-Africa Relations: A New Framework,Rex W. Tillerson,3/6/18
U.S.-Republic of Korea Special Measures Agreement Consultations,Heather Nauert,3/5/18
Bulgaria National Day,Rex W. Tillerson,3/3/18
End of Ordered Departure at U.S. Embassy Havana,,3/2/18
Secretary Tillerson To Deliver Remarks at George Mason University,,3/2/18
Senior State Department Officials Previewing Secretary Tillerson's Travel to the Continent of Africa,,3/2/18
"Office of the Historian, Bureau of Public Affairs Release of Foreign Relations Volumes",,3/1/18
2018 P3 Impact Award Applications Are Now Open,,3/1/18
"Secretary Tillerson To Travel to Addis Ababa, Djibouti, Nairobi, N'Djamena, and Abuja",Heather Nauert,3/1/18
United States at the Second International Space Exploration Forum in Tokyo,,3/1/18
CANCELED: State Department Welcomes Gold Medal-Winning U.S. Olympic Women's Ice Hockey Team,,2/28/18
"Ambassador Nathan A. Sales, Coordinator for Counterterrorism on the Conference on Mobilizing Law Enforcement Efforts to Defeat ISIS",Nathan A. Sales,2/28/18
Dominican Republic National Day,Rex W. Tillerson,2/27/18
Death of Human Rights Attorney Dr. Li Baiguang,Heather Nauert,2/27/18
Designated ISIS Branches and Individuals,,2/27/18
State Department Terrorist Designations of ISIS Affiliates and Senior Leaders,,2/27/18
Terrorism Designations FAQs,,2/27/18
Conference on Mobilizing Law Enforcement Efforts to Defeat ISIS,,2/26/18
State-Defense Cooperation on Global Engagement Center Programs and Creation of the Information Access Fund to Counter State-Sponsored Disinformation,,2/26/18
Third Anniversary of the Murder of Boris Nemtsov,Heather Nauert,2/26/18
Concerns for Democracy in Venezuela,Heather Nauert,2/24/18
Acting Assistant Secretary Molly Phee Travel to Geneva,,2/23/18
Counterterrorism Coordinator Nathan A. Sales To Speak at Defeat-ISIS Coalition Conference on Mobilizing Law Enforcement Efforts,,2/23/18
Opening of U.S. Embassy Jerusalem,Heather Nauert,2/23/18
Estonia National Day,Rex W. Tillerson,2/23/18
UPDATE: Deputy Secretary Sullivan's Travel to Haiti Has Been Postponed,,2/23/18
Remarks With Irish Deputy Prime Minister and Foreign and Trade Minister Simon Coveney Before Their Meeting,Rex W. Tillerson,2/23/18
"Under Secretary Shannon's Travel to Ecuador, Colombia, and Chile",,2/23/18
Saint Lucia,Rex W. Tillerson,2/22/18
Brunei Darussalam National Day,Rex W. Tillerson,2/21/18
State Department Announces Fulbright Top Producing Institutions,,2/21/18
State Department Designation of Ansarul Islam,,2/20/18
Recent Actions Regarding Latvia's Banking Sector,Heather Nauert,2/20/18
State of Emergency in Maldives,Heather Nauert,2/20/18
United States and Libya Sign Cultural Property Protection Agreement,,2/20/18
Fourth Anniversary of Ukraine's Revolution of Dignity,Heather Nauert,2/19/18
Interview With Margaret Brennan of CBS 60 Minutes,Rex W. Tillerson,2/18/18
The Gambia National Day,Rex W. Tillerson,2/18/18
Acting Assistant Secretary Thornton To Travel to Berlin,,2/16/18
Department Seeks Partner for U.S. Pavilion at Expo 2020 Dubai,,2/16/18
Joint Statement on Turkey-U.S. Strategic Partnership,,2/16/18
Kosovo National Day,Rex W. Tillerson,2/16/18
Troika Statement on Phase 2 of the High Level Revitalization Forum for South Sudan,,2/16/18
Lithuania National Day,Rex W. Tillerson,2/15/18
Press Availability With Turkish Foreign Minister Mevlut Cavusoglu,Rex W. Tillerson,2/16/18
Death of Morgan Tsvangirai,,2/15/18
Serbia National Day,Rex W. Tillerson,2/15/18
Press Availability With Lebanese Prime Minister Saad Hariri,Rex W. Tillerson,2/15/18
"Background Briefing: Updating on Secretary Tillerson's Trip to Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; and Kuwait City, Kuwait",,2/14/18
"Seven-year Anniversary of the House Arrests of Mir Hossein Mousavi, Mehdi Karroubi and Zahra Rahnavard",Heather Nauert,2/15/18
Defending Democracy in Venezuela,Heather Nauert,2/14/18
Celebrating the Lunar New Year,Rex W. Tillerson,2/14/18
"Deputy Secretary Sullivan Travels to Germany, Italy, Ukraine, Latvia, and Belgium",,2/14/18
Mongolian Lunar New Year (Tsagaan Sar),Rex W. Tillerson,2/14/18
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
Public Designation of Adriatik Llalla under Section 7031(c) of the FY 2017 Consolidated Appropriations Act,,2/14/18
United States and Cuba Meet to Combat Trafficking in Persons ,,2/14/18
Remarks at Memorandum of Understanding Signing and Press Conference,Rex W. Tillerson,2/14/18
Death of Pakistani Human Rights and Democracy Advocate Asma Jahangir,Heather Nauert,2/13/18
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
"Joint Strategic Plan for the Department of State and the United States Agency for International Development, Fiscal Year 2018-2022",,2/13/18
Interview With Michel Ghandour of Al Hurra TV,Rex W. Tillerson,2/13/18
Joint Statement of Guiding Principles From the Global Coalition to Defeat ISIS,,2/13/18
Opening Remarks at the Global Coalition to Defeat ISIS Ministerial,Rex W. Tillerson,2/13/18
Press Availability With Kuwaiti Foreign Minister Sheikh Sabah al-Khalid al-Sabah,Rex W. Tillerson,2/13/18
Remarks at the Iraqi Reconstruction Conference Session on Private Sector Engagement,Rex W. Tillerson,2/13/18
Remarks to Kuwait TV,Rex W. Tillerson,2/13/18
"Special Program: African American Pioneer Diplomats, Ebenezer Bassett and Frederick Douglass",,2/13/18
"The Bureau of Overseas Buildings Operations Breaks Ground on the New U.S. Embassy Compound in Mexico City, Mexico",,2/13/18
Third Anniversary of the Signing of the Minsk Package of Measures,Heather Nauert,2/13/18
"Briefing Update on Secretary Tillerson's Trip to Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; and Kuwait City, Kuwait",,2/12/18
Department of State and USAID FY 2019 Budget Request,Rex W. Tillerson,2/12/18
Briefing on the President's Fiscal Year 2019 Budget Request for the U.S. Department of State and USAID,John J. Sullivan,2/12/18
Secretary Tillerson's Meeting With Egyptian President Abdel Fatteh al-Sisi,,2/12/18
State Department and U.S. Agency for International Development FY 2019 Budget Request,,2/12/18
Press Availability With Egyptian Foreign Minister Sameh Shoukry,Rex W. Tillerson,2/12/18
U.S.-Israel Foreign Policy Dialogue Readout,,2/12/18
Secretary Tillerson's Meeting With Chinese State Councilor Yang Jiechi,,2/9/18
Escalation of Violence Over Israel ,Heather Nauert,2/10/18
"Previewing Secretary Tillerson's Upcoming Trip To Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; And Kuwait City, Kuwait",,2/9/18
U.S.-Funded Cranes Offloading Goods in Yemen,Heather Nauert,2/9/18
United States and France Strengthen Relationship on Cyber Policy,,2/9/18
"Assistant Secretary Carl Risch Travels to Cambodia, Thailand, and Burma",,2/8/18
"Escalation of Violence in Eastern Ghouta and Idlib, Syria",Heather Nauert,2/8/18
Honoring the U.S. Commitment to International Religious Freedom,,2/8/18
Leading U.S. Experts Appointed to U.S.-Israel Binational Science Foundation Board of Governors,,2/8/18
Presidential Elections Announced in Venezuela,Heather Nauert,2/8/18
Initiative on Addressing the Challenge of Returning Families of Foreign Terrorist Fighters First Regional Workshop,,2/8/18
Remarks With Chinese State Councilor Yang Jiechi  Before Their Meeting,Rex W. Tillerson,2/8/18
Secretary Tillerson Meets With Guatemalan President Jimmy Morales,,2/8/18
"Secretary Tillerson To Travel to Amman, Ankara, Beirut, Cairo, and Kuwait City",Heather Nauert,2/8/18
Ecuador's National Referendum,Heather Nauert,2/7/18
Background Briefing with Senior State Department Officials on Protecting Life in Global Health Assistance,,2/7/18
Grenada Independence Day,Rex W. Tillerson,2/7/18
Inaugural Meeting of the Cuba Internet Task Force,,2/7/18
Press Availability With Jamaican Prime Minister Andrew Holness,Rex W. Tillerson,2/7/18
Protecting Life in Global Health Assistance,,2/7/18
Under Secretary Shannon Participates in G-7 Political Directors Meeting,,2/7/18
Conviction of Peaceful Activists,Heather Nauert,2/6/18
Interview With Rich Edson of Fox News,Rex W. Tillerson,2/6/18
Joint Press Availability With Colombian President Juan Manuel Santos,Rex W. Tillerson,2/6/18
Joint Press Availability With Peruvian President Pedro Pablo Kuczynski,Rex W. Tillerson,2/6/18
Recent Legislation in Poland,Rex W. Tillerson,2/6/18
Assistant Secretary of State Manisha Singh Travels to the United Arab Emirates,,2/5/18
Observance of the International Day of Zero Tolerance to Female Genital Mutilation/Cutting,Heather Nauert,2/6/18
Cameroonian Anglophone Detainees,Heather Nauert,2/5/18
New START Treaty Central Limits Take Effect,Heather Nauert,2/5/18
Key Facts About New START Treaty Implementation,,2/5/18
New Zealand Waitangi Day,Rex W. Tillerson,2/4/18
State of Emergency in the Maldives,Heather Nauert,2/5/18
"Chemical Weapons Attack in Saraqib, Syria",Heather Nauert,2/5/18
Press Availability With Peruvian Foreign Minister Lucia Cayetana Aljovin Gazzani,Rex W. Tillerson,2/5/18
Press Availability With Argentine Foreign Minister Jorge Faurie,Rex W. Tillerson,2/4/18
Sri Lanka's Independence Day,Rex W. Tillerson,2/4/18
Maldives Court Ruling to Free Opposition Politicians,Heather Nauert,2/2/18
Protests and Arrests in Iran,Heather Nauert,2/2/18
U.S. Arms Restrictions on South Sudan,Heather Nauert,2/2/18
Joint Statement on United States of America and European Union Holding the 15th Information Society Dialogue,,2/1/18
Joint Press Availability With Mexican Foreign Secretary Luis Videgaray and Canadian Foreign Minister Chrystia Freeland,Rex W. Tillerson,2/2/18
On Under Secretary of State Thomas A. Shannon,Rex W. Tillerson,2/1/18
Recent Events in Kenya,Heather Nauert,2/1/18
U.S. Researchers Awarded in Thailand,Heather Nauert,2/1/18
Central African Republic: Conviction of Andjilo Rodrique Ngaibona,Heather Nauert,1/31/18
Legislation in Poland Regarding Crimes Committed During the Holocaust,Heather Nauert,1/31/18
Publication of Final Rule Changing the Passport Execution Fee,,1/31/18
"Briefing on the  Preparations for a Safe and Secure 2018 Olympic and Paralympic Games in PyeongChang, South Korea",I. Steven (Steve) Goldstein,1/31/18
"State Department Terrorist Designations of Ismail Haniyeh, Harakat al-Sabireen, Liwa al-Thawra, and Harakat Sawa'd Misr (HASM)",,1/31/18
Under Secretary Shannon Travels to Duke University,,1/31/18
Assistant Secretary Christopher A. Ford Travels to Canada,,1/30/18
U.S. Engagement in the Western Hemisphere,Rex W. Tillerson,2/1/18
Deputy Secretary Sullivan's Meetings in Afghanistan,,1/30/18
Remarks at the High-Level Opening Session of the Inaugural U.S.-Qatar Strategic Dialogue,Rex W. Tillerson,1/30/18
Understandings With Qatar Seek Level Playing Field,,1/30/18
Background Briefing on the Countering America's Adversaries Through Sanctions Act (CAATSA) Section 231,,1/30/18
Ambassador Nathan A. Sales Travels to Tel Aviv and Jerusalem,,1/29/18
Joint Statement of the Inaugural United States-Qatar Strategic Dialogue,,1/30/18
Assistant Secretary Carl Risch Travels to Brazil,,1/29/18
Attacks in Colombia and Ecuador,Heather Nauert,1/29/18
"Background Briefing on the Secretary's Travel to Austin, Texas; Mexico City, Mexico; San Carlos Bariloche, Argentina; Buenos Aires, Argentina; Lima, Peru; Bogota, Colombia; and Kingston, Jamaica",,1/29/18
Deputy Secretary John J. Sullivan's Meetings in Iraq,,1/29/18
Principal Deputy Assistant Secretary Alice Wells Travels to the United Kingdom and Uzbekistan,,1/29/18
